"DB010","DB020","DB030","DB040","DB062","DB090"
"2005","SE",36,"SE01","NA","1271.92"
"2005","SE",46,"SE01","NA","607.5"
"2005","SE",61,"SE01","NA","283.9325"
"2005","SE",72,"SE01","NA","1171.59"
"2005","SE",82,"SE01","NA","1173.25"
"2005","SE",90,"SE01","NA","1276.25"
"2005","SE",104,"SE01","NA","1219.14"
"2005","SE",109,"SE01","NA","635.96"
"2005","SE",123,"SE01","NA","622.695"
"2005","SE",129,"SE01","NA","584.745"
"2005","SE",132,"SE01","NA","586.625"
"2005","SE",140,"SE01","NA","550.605"
"2005","SE",149,"SE01","NA","1164.16"
"2005","SE",188,"SE01","NA","586.625"
"2005","SE",193,"SE01","NA","646.72"
"2005","SE",194,"SE01","NA","659.785"
"2005","SE",238,"SE01","NA","1245.39"
"2005","SE",249,"SE01","NA","1271.92"
"2005","SE",263,"SE01","NA","562.495"
"2005","SE",264,"SE01","NA","1169.49"
"2005","SE",299,"SE01","NA","584.745"
"2005","SE",321,"SE01","NA","1259.87"
"2005","SE",354,"SE01","NA","638.125"
"2005","SE",367,"SE01","NA","1245.39"
"2005","SE",369,"SE01","NA","1184.35"
"2005","SE",372,"SE01","NA","394.7833"
"2005","SE",375,"SE01","NA","1184.35"
"2005","SE",406,"SE01","NA","1259.87"
"2005","SE",408,"SE01","NA","1271.92"
"2005","SE",410,"SE01","NA","607.5"
"2005","SE",462,"SE01","NA","1171.59"
"2005","SE",493,"SE01","NA","586.625"
"2005","SE",505,"SE01","NA","586.625"
"2005","SE",516,"SE01","NA","592.3"
"2005","SE",526,"SE01","NA","592.3"
"2005","SE",527,"SE01","NA","629.935"
"2005","SE",576,"SE01","NA","405"
"2005","SE",585,"SE01","NA","1219.14"
"2005","SE",589,"SE01","NA","638.125"
"2005","SE",607,"SE01","NA","1212.3"
"2005","SE",617,"SE01","NA","390.53"
"2005","SE",624,"SE01","NA","1219.14"
"2005","SE",636,"SE01","NA","635.96"
"2005","SE",671,"SE01","NA","1219.14"
"2005","SE",680,"SE01","NA","609.57"
"2005","SE",681,"SE01","NA","1033.61"
"2005","SE",684,"SE01","NA","1219.14"
"2005","SE",691,"SE01","NA","1215"
"2005","SE",694,"SE01","NA","592.175"
"2005","SE",734,"SE01","NA","1184.6"
"2005","SE",755,"SE01","NA","393.6933"
"2005","SE",847,"SE01","NA","585.795"
"2005","SE",866,"SE01","NA","592.175"
"2005","SE",873,"SE01","NA","629.935"
"2005","SE",879,"SE01","NA","585.795"
"2005","SE",884,"SE01","NA","374.9967"
"2005","SE",897,"SE01","NA","1271.92"
"2005","SE",902,"SE01","NA","585.795"
"2005","SE",944,"SE01","NA","1219.14"
"2005","SE",966,"SE01","NA","586.625"
"2005","SE",986,"SE01","NA","1184.6"
"2005","SE",990,"SE01","NA","1033.61"
"2005","SE",991,"SE01","NA","584.745"
"2005","SE",995,"SE01","NA","635.96"
"2005","SE",1036,"SE01","NA","592.3"
"2005","SE",1064,"SE01","NA","659.785"
"2005","SE",1065,"SE01","NA","1124.99"
"2005","SE",1102,"SE01","NA","1259.87"
"2005","SE",1108,"SE01","NA","1259.87"
"2005","SE",1114,"SE01","NA","585.795"
"2005","SE",1130,"SE01","NA","584.745"
"2005","SE",1168,"SE01","NA","586.625"
"2005","SE",1195,"SE01","NA","394.8667"
"2005","SE",1244,"SE01","NA","394.8667"
"2005","SE",1250,"SE01","NA","419.9567"
"2005","SE",1255,"SE01","NA","1124.99"
"2005","SE",1287,"SE01","NA","584.745"
"2005","SE",1358,"SE01","NA","609.57"
"2005","SE",1371,"SE01","NA","1184.35"
"2005","SE",1373,"SE01","NA","629.935"
"2005","SE",1374,"SE01","NA","1124.99"
"2005","SE",1382,"SE01","NA","1271.92"
"2005","SE",1392,"SE01","NA","374.9967"
"2005","SE",1422,"SE01","NA","393.6933"
"2005","SE",1428,"SE01","NA","635.96"
"2005","SE",1434,"SE01","NA","1271.92"
"2005","SE",1437,"SE01","NA","635.96"
"2005","SE",1504,"SE01","NA","585.795"
"2005","SE",1526,"SE01","NA","609.57"
"2005","SE",1531,"SE01","NA","1169.49"
"2005","SE",1533,"SE01","NA","635.96"
"2005","SE",1553,"SE01","NA","1171.59"
"2005","SE",1557,"SE01","NA","629.935"
"2005","SE",1570,"SE01","NA","562.495"
"2005","SE",1572,"SE01","NA","586.625"
"2005","SE",1578,"SE01","NA","629.935"
"2005","SE",1579,"SE01","NA","1319.57"
"2005","SE",1613,"SE01","NA","592.3"
"2005","SE",1635,"SE01","NA","1319.57"
"2005","SE",1643,"SE01","NA","374.9967"
