"DB010","DB020","DB030","DB040","DB062","DB090"
"2009","SE",35,"SE11","NA","430.0507"
"2009","SE",45,"SE11","NA","362.4887"
"2009","SE",58,"SE11","NA","449.7884"
"2009","SE",69,"SE11","NA","439.2032"
"2009","SE",79,"SE11","NA","1041.439"
"2009","SE",87,"SE11","NA","878.4063"
"2009","SE",100,"SE11","NA","990.1379"
"2009","SE",102,"SE11","NA","1041.439"
"2009","SE",106,"SE11","NA","1077.091"
"2009","SE",118,"SE11","NA","990.1379"
"2009","SE",124,"SE11","NA","480.0689"
"2009","SE",127,"SE11","NA","529.1713"
"2009","SE",135,"SE11","NA","861.4045"
"2009","SE",143,"SE11","NA","528.7677"
"2009","SE",151,"SE11","NA","480.0612"
"2009","SE",181,"SE11","NA","825.5876"
"2009","SE",186,"SE11","NA","480.4318"
"2009","SE",187,"SE11","NA","960.1377"
"2009","SE",229,"SE11","NA","1267.905"
"2009","SE",240,"SE11","NA","970.255"
"2009","SE",252,"SE11","NA","878.4063"
"2009","SE",253,"SE11","NA","594.3045"
"2009","SE",254,"SE11","NA","430.0507"
"2009","SE",288,"SE11","NA","1062.748"
"2009","SE",290,"SE11","NA","485.1275"
"2009","SE",309,"SE11","NA","1845.495"
"2009","SE",341,"SE11","NA","1399.998"
"2009","SE",353,"SE11","NA","1130.977"
"2009","SE",355,"SE11","NA","361.4484"
"2009","SE",357,"SE11","NA","960.1224"
"2009","SE",358,"SE11","NA","374.4816"
"2009","SE",362,"SE11","NA","1171.417"
"2009","SE",391,"SE11","NA","531.3741"
"2009","SE",393,"SE11","NA","960.1377"
"2009","SE",395,"SE11","NA","1084.458"
"2009","SE",411,"SE11","NA","481.9801"
"2009","SE",446,"SE11","NA","1236.715"
"2009","SE",476,"SE11","NA","472.8511"
"2009","SE",487,"SE11","NA","453.1948"
"2009","SE",497,"SE11","NA","542.2292"
"2009","SE",507,"SE11","NA","412.2382"
"2009","SE",508,"SE11","NA","522.9771"
"2009","SE",538,"SE11","NA","439.2032"
"2009","SE",554,"SE11","NA","990.1379"
"2009","SE",556,"SE11","NA","720.8144"
"2009","SE",563,"SE11","NA","1062.748"
"2009","SE",568,"SE11","NA","523.401"
"2009","SE",585,"SE11","NA","430.7023"
"2009","SE",595,"SE11","NA","899.5768"
"2009","SE",602,"SE11","NA","412.7938"
"2009","SE",613,"SE11","NA","569.003"
"2009","SE",646,"SE11","NA","875.3056"
"2009","SE",654,"SE11","NA","430.0507"
"2009","SE",656,"SE11","NA","1169.667"
"2009","SE",658,"SE11","NA","538.5453"
"2009","SE",659,"SE11","NA","1062.748"
"2009","SE",666,"SE11","NA","522.9771"
"2009","SE",669,"SE11","NA","481.9801"
"2009","SE",698,"SE11","NA","374.4816"
"2009","SE",701,"SE11","NA","395.3354"
"2009","SE",705,"SE11","NA","388.8986"
"2009","SE",707,"SE11","NA","1077.091"
"2009","SE",728,"SE11","NA","585.7083"
"2009","SE",732,"SE11","NA","585.7083"
"2009","SE",817,"SE11","NA","588.1953"
"2009","SE",836,"SE11","NA","1179.99"
"2009","SE",841,"SE11","NA","495.0689"
"2009","SE",848,"SE11","NA","542.2292"
"2009","SE",851,"SE11","NA","1069.243"
"2009","SE",866,"SE11","NA","565.4884"
"2009","SE",870,"SE11","NA","958.0704"
"2009","SE",910,"SE11","NA","720.8144"
"2009","SE",933,"SE11","NA","860.1014"
"2009","SE",951,"SE11","NA","1120.427"
"2009","SE",955,"SE11","NA","1171.417"
"2009","SE",960,"SE11","NA","538.5453"
"2009","SE",966,"SE11","NA","466.666"
"2009","SE",999,"SE11","NA","1236.715"
"2009","SE",1026,"SE11","NA","523.401"
"2009","SE",1063,"SE11","NA","449.7884"
"2009","SE",1068,"SE11","NA","866.25"
"2009","SE",1074,"SE11","NA","522.6797"
"2009","SE",1089,"SE11","NA","945.7022"
"2009","SE",1127,"SE11","NA","748.9633"
"2009","SE",1151,"SE11","NA","1179.99"
"2009","SE",1152,"SE11","NA","589.995"
"2009","SE",1199,"SE11","NA","538.5453"
"2009","SE",1206,"SE11","NA","1074.63"
"2009","SE",1211,"SE11","NA","790.6708"
"2009","SE",1242,"SE11","NA","748.9633"
"2009","SE",1276,"SE11","NA","970.255"
"2009","SE",1311,"SE11","NA","444.6675"
"2009","SE",1322,"SE11","NA","479.7248"
"2009","SE",1324,"SE11","NA","777.7972"
"2009","SE",1325,"SE11","NA","373.4757"
"2009","SE",1332,"SE11","NA","522.6797"
"2009","SE",1340,"SE11","NA","552.2769"
"2009","SE",1373,"SE11","NA","889.335"
"2009","SE",1379,"SE11","NA","748.9633"
"2009","SE",1382,"SE11","NA","569.003"
"2009","SE",1383,"SE11","NA","480.0612"
"2009","SE",1386,"SE11","NA","542.2292"
"2009","SE",1388,"SE11","NA","480.0612"
"2009","SE",1392,"SE11","NA","1165.027"
"2009","SE",1442,"SE11","NA","1080.976"
"2009","SE",1449,"SE11","NA","1069.243"
"2009","SE",1450,"SE11","NA","449.7884"
"2009","SE",1451,"SE11","NA","1084.458"
"2009","SE",1471,"SE11","NA","542.2292"
"2009","SE",1476,"SE11","NA","480.0612"
"2009","SE",1479,"SE11","NA","392.1302"
"2009","SE",1493,"SE11","NA","523.401"
"2009","SE",1497,"SE11","NA","1188.609"
"2009","SE",1500,"SE11","NA","912.2059"
"2009","SE",1512,"SE11","NA","395.3354"
"2009","SE",1518,"SE11","NA","531.3741"
"2009","SE",1521,"SE11","NA","585.7083"
"2009","SE",1523,"SE11","NA","899.5768"
"2009","SE",1556,"SE11","NA","1165.027"
"2009","SE",1571,"SE11","NA","588.1953"
"2009","SE",1578,"SE11","NA","699.999"
"2009","SE",1583,"SE11","NA","618.3573"
"2009","SE",1588,"SE11","NA","1084.458"
"2009","SE",1589,"SE11","NA","472.8511"
"2009","SE",1594,"SE11","NA","529.1713"
"2009","SE",1625,"SE11","NA","959.4495"
"2009","SE",1650,"SE11","NA","860.1014"
"2009","SE",1658,"SE11","NA","302.1299"
"2009","SE",1669,"SE11","NA","1041.439"
"2009","SE",1674,"SE11","NA","472.8511"
"2009","SE",1717,"SE11","NA","485.1275"
"2009","SE",1728,"SE11","NA","528.7677"
"2009","SE",1742,"SE11","NA","358.2099"
"2009","SE",1744,"SE11","NA","720.8144"
"2009","SE",1787,"SE11","NA","480.4318"
"2009","SE",1788,"SE11","NA","437.6528"
"2009","SE",1799,"SE11","NA","1045.359"
"2009","SE",1840,"SE11","NA","864.759"
"2009","SE",1857,"SE11","NA","444.6675"
"2009","SE",1862,"SE11","NA","1176.391"
"2009","SE",1871,"SE11","NA","472.8511"
"2009","SE",1883,"SE11","NA","963.9603"
"2009","SE",1948,"SE11","NA","1308.979"
"2009","SE",1967,"SE11","NA","449.7884"
"2009","SE",1977,"SE11","NA","449.7884"
"2009","SE",1999,"SE11","NA","392.1302"
"2009","SE",2006,"SE11","NA","565.4884"
"2009","SE",2017,"SE11","NA","1062.748"
"2009","SE",2031,"SE11","NA","1399.998"
"2009","SE",2032,"SE11","NA","1045.954"
"2009","SE",2033,"SE11","NA","444.6675"
"2009","SE",2039,"SE11","NA","1188.609"
"2009","SE",2049,"SE11","NA","242.5637"
"2009","SE",2057,"SE11","NA","388.8986"
"2009","SE",2063,"SE11","NA","990.1379"
"2009","SE",2078,"SE11","NA","481.9801"
"2009","SE",2083,"SE11","NA","589.995"
"2009","SE",2100,"SE11","NA","980.5619"
"2009","SE",2103,"SE11","NA","374.4816"
"2009","SE",2116,"SE11","NA","430.0507"
"2009","SE",2120,"SE11","NA","480.0612"
"2009","SE",2143,"SE11","NA","542.2292"
"2009","SE",2156,"SE11","NA","959.4495"
"2009","SE",2176,"SE11","NA","889.335"
"2009","SE",2182,"SE11","NA","618.3573"
"2009","SE",2190,"SE11","NA","878.4063"
"2009","SE",2204,"SE11","NA","825.5876"
"2009","SE",2222,"SE11","NA","317.5058"
"2009","SE",2242,"SE11","NA","1138.006"
"2009","SE",2261,"SE11","NA","1236.715"
