"DB010","DB020","DB030","DB040","DB062","DB090"
"2010","SE",36,"SE11","NA","556.5973"
"2010","SE",46,"SE11","NA","593.8857"
"2010","SE",60,"SE11","NA","972.971"
"2010","SE",71,"SE11","NA","972.971"
"2010","SE",81,"SE11","NA","1157.269"
"2010","SE",89,"SE11","NA","474.0812"
"2010","SE",102,"SE11","NA","556.4778"
"2010","SE",108,"SE11","NA","320.9673"
"2010","SE",121,"SE11","NA","1161.818"
"2010","SE",127,"SE11","NA","486.4855"
"2010","SE",130,"SE11","NA","488.6354"
"2010","SE",138,"SE11","NA","1187.771"
"2010","SE",147,"SE11","NA","556.5973"
"2010","SE",154,"SE11","NA","474.0812"
"2010","SE",185,"SE11","NA","527.9311"
"2010","SE",190,"SE11","NA","483.1679"
"2010","SE",192,"SE11","NA","1112.956"
"2010","SE",235,"SE11","NA","570.3078"
"2010","SE",246,"SE11","NA","948.1624"
"2010","SE",259,"SE11","NA","556.5973"
"2010","SE",260,"SE11","NA","488.6354"
"2010","SE",295,"SE11","NA","486.4855"
"2010","SE",317,"SE11","NA","1112.956"
"2010","SE",349,"SE11","NA","370.9852"
"2010","SE",362,"SE11","NA","527.9311"
"2010","SE",364,"SE11","NA","578.6344"
"2010","SE",365,"SE11","NA","1187.771"
"2010","SE",367,"SE11","NA","474.0812"
"2010","SE",371,"SE11","NA","556.4778"
"2010","SE",400,"SE11","NA","556.4778"
"2010","SE",403,"SE11","NA","427.9564"
"2010","SE",405,"SE11","NA","387.2725"
"2010","SE",421,"SE11","NA","1187.771"
"2010","SE",456,"SE11","NA","1283.869"
"2010","SE",487,"SE11","NA","474.0812"
"2010","SE",499,"SE11","NA","395.9238"
"2010","SE",509,"SE11","NA","474.0812"
"2010","SE",519,"SE11","NA","593.8857"
"2010","SE",520,"SE11","NA","1112.956"
"2010","SE",552,"SE11","NA","488.6354"
"2010","SE",568,"SE11","NA","580.9088"
"2010","SE",569,"SE11","NA","370.9852"
"2010","SE",577,"SE11","NA","641.9346"
"2010","SE",582,"SE11","NA","580.9088"
"2010","SE",599,"SE11","NA","503.1392"
"2010","SE",609,"SE11","NA","580.9088"
"2010","SE",616,"SE11","NA","1161.818"
"2010","SE",628,"SE11","NA","1112.956"
"2010","SE",662,"SE11","NA","1140.616"
"2010","SE",671,"SE11","NA","1113.195"
"2010","SE",673,"SE11","NA","486.4855"
"2010","SE",675,"SE11","NA","948.1624"
"2010","SE",682,"SE11","NA","1157.269"
"2010","SE",685,"SE11","NA","570.3078"
"2010","SE",716,"SE11","NA","1140.616"
"2010","SE",719,"SE11","NA","1006.278"
"2010","SE",723,"SE11","NA","578.6344"
"2010","SE",724,"SE11","NA","486.4855"
"2010","SE",745,"SE11","NA","486.4855"
