"DB010","DB020","DB030","DB040","DB062","DB090"
"2011","SE",35,"SE11","NA","627.6211"
"2011","SE",45,"SE11","NA","315.3237"
"2011","SE",59,"SE11","NA","1028.088"
"2011","SE",70,"SE11","NA","1085.651"
"2011","SE",80,"SE11","NA","542.8483"
"2011","SE",88,"SE11","NA","469.8862"
"2011","SE",101,"SE11","NA","523.721"
"2011","SE",107,"SE11","NA","477.7476"
"2011","SE",120,"SE11","NA","542.8255"
"2011","SE",126,"SE11","NA","996.8136"
"2011","SE",129,"SE11","NA","498.4068"
"2011","SE",137,"SE11","NA","477.7476"
"2011","SE",145,"SE11","NA","1085.651"
"2011","SE",152,"SE11","NA","1261.295"
"2011","SE",183,"SE11","NA","477.7476"
"2011","SE",188,"SE11","NA","1777.699"
"2011","SE",189,"SE11","NA","996.8136"
"2011","SE",232,"SE11","NA","931.8266"
"2011","SE",243,"SE11","NA","931.8266"
"2011","SE",256,"SE11","NA","1216.676"
"2011","SE",257,"SE11","NA","608.338"
"2011","SE",292,"SE11","NA","477.7476"
"2011","SE",313,"SE11","NA","1777.699"
"2011","SE",345,"SE11","NA","1085.697"
"2011","SE",358,"SE11","NA","420.4316"
"2011","SE",360,"SE11","NA","1255.242"
"2011","SE",361,"SE11","NA","377.8209"
"2011","SE",363,"SE11","NA","627.6211"
"2011","SE",366,"SE11","NA","1777.699"
"2011","SE",396,"SE11","NA","542.8255"
"2011","SE",398,"SE11","NA","1433.243"
"2011","SE",400,"SE11","NA","1133.463"
"2011","SE",416,"SE11","NA","996.8136"
"2011","SE",451,"SE11","NA","465.9133"
"2011","SE",481,"SE11","NA","1261.295"
"2011","SE",493,"SE11","NA","1430.911"
"2011","SE",503,"SE11","NA","420.4316"
"2011","SE",513,"SE11","NA","1085.697"
"2011","SE",514,"SE11","NA","715.4556"
"2011","SE",562,"SE11","NA","1255.242"
"2011","SE",570,"SE11","NA","1133.463"
"2011","SE",575,"SE11","NA","1261.295"
"2011","SE",592,"SE11","NA","542.8255"
"2011","SE",602,"SE11","NA","1255.242"
"2011","SE",609,"SE11","NA","627.6211"
"2011","SE",621,"SE11","NA","566.7313"
"2011","SE",654,"SE11","NA","715.4556"
"2011","SE",664,"SE11","NA","1430.911"
"2011","SE",666,"SE11","NA","627.6211"
"2011","SE",667,"SE11","NA","627.6211"
"2011","SE",674,"SE11","NA","1255.242"
"2011","SE",677,"SE11","NA","931.8266"
"2011","SE",716,"SE11","NA","542.8255"
"2011","SE",737,"SE11","NA","469.8862"
"2011","SE",827,"SE11","NA","627.6211"
"2011","SE",846,"SE11","NA","1430.911"
"2011","SE",851,"SE11","NA","469.8862"
"2011","SE",858,"SE11","NA","542.8255"
"2011","SE",862,"SE11","NA","1255.242"
