"DB010","DB020","DB030","DB040","DB062","DB090"
"2013","SE",39,"SE11","NA","689.6269"
"2013","SE",49,"SE11","NA","1553.066"
"2013","SE",65,"SE11","NA","996.989"
"2013","SE",77,"SE11","NA","988.7079"
"2013","SE",88,"SE11","NA","988.7079"
"2013","SE",96,"SE11","NA","602.6958"
"2013","SE",111,"SE11","NA","688.7669"
"2013","SE",117,"SE11","NA","988.7079"
"2013","SE",132,"SE11","NA","458.9267"
"2013","SE",138,"SE11","NA","689.6269"
"2013","SE",141,"SE11","NA","1230.582"
"2013","SE",150,"SE11","NA","688.7669"
"2013","SE",159,"SE11","NA","494.3539"
"2013","SE",168,"SE11","NA","776.5328"
"2013","SE",201,"SE11","NA","1377.534"
"2013","SE",207,"SE11","NA","551.1964"
"2013","SE",208,"SE11","NA","1377.534"
"2013","SE",255,"SE11","NA","459.178"
"2013","SE",268,"SE11","NA","574.8065"
"2013","SE",281,"SE11","NA","776.5328"
"2013","SE",283,"SE11","NA","996.989"
"2013","SE",321,"SE11","NA","458.9267"
"2013","SE",345,"SE11","NA","551.1964"
"2013","SE",380,"SE11","NA","688.7669"
"2013","SE",394,"SE11","NA","401.7972"
"2013","SE",396,"SE11","NA","1553.066"
"2013","SE",398,"SE11","NA","1621.129"
"2013","SE",400,"SE11","NA","1578.968"
"2013","SE",403,"SE11","NA","1149.613"
"2013","SE",435,"SE11","NA","1377.534"
"2013","SE",437,"SE11","NA","551.1964"
"2013","SE",441,"SE11","NA","1088.305"
"2013","SE",494,"SE11","NA","615.291"
"2013","SE",528,"SE11","NA","1085.392"
"2013","SE",542,"SE11","NA","1621.129"
"2013","SE",554,"SE11","NA","688.3901"
"2013","SE",564,"SE11","NA","824.9282"
"2013","SE",617,"SE11","NA","1649.856"
"2013","SE",628,"SE11","NA","1621.129"
"2013","SE",632,"SE11","NA","1553.066"
"2013","SE",651,"SE11","NA","544.1523"
"2013","SE",661,"SE11","NA","526.3225"
"2013","SE",669,"SE11","NA","1379.254"
"2013","SE",684,"SE11","NA","689.6269"
"2013","SE",721,"SE11","NA","637.4937"
"2013","SE",729,"SE11","NA","789.4838"
"2013","SE",730,"SE11","NA","988.7079"
"2013","SE",735,"SE11","NA","1649.856"
"2013","SE",741,"SE11","NA","637.4937"
"2013","SE",745,"SE11","NA","459.178"
"2013","SE",787,"SE11","NA","1377.534"
"2013","SE",811,"SE11","NA","1088.305"
"2013","SE",909,"SE11","NA","688.3901"
"2013","SE",929,"SE11","NA","689.6269"
"2013","SE",939,"SE11","NA","1205.392"
"2013","SE",944,"SE11","NA","1578.968"
"2013","SE",950,"SE11","NA","824.9282"
"2013","SE",961,"SE11","NA","1553.066"
"2013","SE",969,"SE11","NA","544.1523"
"2013","SE",1014,"SE11","NA","275.356"
"2013","SE",1035,"SE11","NA","544.1523"
"2013","SE",1058,"SE11","NA","776.5328"
"2013","SE",1061,"SE11","NA","637.4937"
"2013","SE",1062,"SE11","NA","1274.987"
"2013","SE",1066,"SE11","NA","688.7669"
"2013","SE",1113,"SE11","NA","1553.066"
"2013","SE",1140,"SE11","NA","494.3539"
"2013","SE",1144,"SE11","NA","549.9521"
"2013","SE",1183,"SE11","NA","344.3835"
"2013","SE",1190,"SE11","NA","1376.78"
"2013","SE",1195,"SE11","NA","494.3539"
"2013","SE",1213,"SE11","NA","1379.254"
"2013","SE",1251,"SE11","NA","410.194"
"2013","SE",1281,"SE11","NA","996.989"
"2013","SE",1284,"SE11","NA","776.5328"
"2013","SE",1337,"SE11","NA","776.5328"
"2013","SE",1339,"SE11","NA","344.195"
"2013","SE",1346,"SE11","NA","1553.066"
"2013","SE",1380,"SE11","NA","789.4838"
"2013","SE",1454,"SE11","NA","689.6269"
"2013","SE",1472,"SE11","NA","996.989"
"2013","SE",1473,"SE11","NA","988.7079"
"2013","SE",1485,"SE11","NA","498.4945"
"2013","SE",1496,"SE11","NA","1102.393"
"2013","SE",1523,"SE11","NA","602.6958"
"2013","SE",1529,"SE11","NA","494.3539"
"2013","SE",1539,"SE11","NA","1553.066"
"2013","SE",1540,"SE11","NA","1274.987"
"2013","SE",1544,"SE11","NA","1088.305"
"2013","SE",1611,"SE11","NA","689.6269"
"2013","SE",1615,"SE11","NA","1085.392"
"2013","SE",1637,"SE11","NA","602.6958"
"2013","SE",1642,"SE11","NA","637.4937"
"2013","SE",1644,"SE11","NA","544.1523"
"2013","SE",1667,"SE11","NA","1553.066"
"2013","SE",1674,"SE11","NA","776.5328"
"2013","SE",1683,"SE11","NA","789.4838"
"2013","SE",1686,"SE11","NA","996.989"
"2013","SE",1695,"SE11","NA","1205.392"
"2013","SE",1728,"SE11","NA","410.194"
"2013","SE",1752,"SE11","NA","1205.392"
"2013","SE",1761,"SE11","NA","1230.582"
"2013","SE",1764,"SE11","NA","824.9282"
"2013","SE",1766,"SE11","NA","1149.613"
"2013","SE",1774,"SE11","NA","542.6959"
"2013","SE",1802,"SE11","NA","1649.856"
"2013","SE",1833,"SE11","NA","1578.968"
"2013","SE",1849,"SE11","NA","1274.987"
