"DB010","DB020","DB030","DB040","DB062","DB090"
"2006","SE",35,"SE01","NA","624.7455"
"2006","SE",45,"SE01","NA","1122.393"
"2006","SE",59,"SE01","NA","221.6438"
"2006","SE",69,"SE01","NA","530.6685"
"2006","SE",79,"SE01","NA","1230.316"
"2006","SE",87,"SE01","NA","517.09"
"2006","SE",100,"SE01","NA","1051.348"
"2006","SE",106,"SE01","NA","340.8917"
"2006","SE",119,"SE01","NA","443.2876"
"2006","SE",124,"SE01","NA","495.6106"
"2006","SE",128,"SE01","NA","1276.587"
"2006","SE",136,"SE01","NA","530.6685"
"2006","SE",144,"SE01","NA","571.5972"
"2006","SE",151,"SE01","NA","526.3961"
"2006","SE",181,"SE01","NA","1094.661"
"2006","SE",186,"SE01","NA","1053.152"
"2006","SE",188,"SE01","NA","517.2593"
"2006","SE",230,"SE01","NA","575.4854"
"2006","SE",241,"SE01","NA","487.6912"
"2006","SE",253,"SE01","NA","498.1035"
"2006","SE",254,"SE01","NA","1078.819"
"2006","SE",255,"SE01","NA","1053.152"
"2006","SE",289,"SE01","NA","1086.012"
"2006","SE",310,"SE01","NA","1319.915"
"2006","SE",342,"SE01","NA","1058.667"
"2006","SE",355,"SE01","NA","539.4095"
"2006","SE",356,"SE01","NA","1116.815"
"2006","SE",358,"SE01","NA","1034.519"
"2006","SE",360,"SE01","NA","571.5972"
"2006","SE",363,"SE01","NA","526.3961"
"2006","SE",393,"SE01","NA","494.5816"
"2006","SE",395,"SE01","NA","621.6058"
"2006","SE",397,"SE01","NA","1079.126"
"2006","SE",412,"SE01","NA","494.5816"
"2006","SE",447,"SE01","NA","577.9056"
"2006","SE",477,"SE01","NA","472.5663"
"2006","SE",489,"SE01","NA","504.1992"
"2006","SE",499,"SE01","NA","1276.587"
"2006","SE",509,"SE01","NA","526.3961"
"2006","SE",510,"SE01","NA","502.9144"
"2006","SE",558,"SE01","NA","1018.298"
"2006","SE",565,"SE01","NA","443.2876"
"2006","SE",570,"SE01","NA","638.2937"
"2006","SE",587,"SE01","NA","1114.237"
"2006","SE",597,"SE01","NA","961.0264"
"2006","SE",604,"SE01","NA","276.3498"
"2006","SE",615,"SE01","NA","886.5752"
"2006","SE",649,"SE01","NA","1008.398"
"2006","SE",658,"SE01","NA","480.5132"
"2006","SE",660,"SE01","NA","991.2213"
"2006","SE",662,"SE01","NA","784.8833"
"2006","SE",668,"SE01","NA","1001.22"
"2006","SE",671,"SE01","NA","996.2071"
"2006","SE",710,"SE01","NA","1051.348"
"2006","SE",730,"SE01","NA","525.6741"
"2006","SE",820,"SE01","NA","416.497"
"2006","SE",839,"SE01","NA","351.0507"
"2006","SE",844,"SE01","NA","488.677"
"2006","SE",851,"SE01","NA","504.1992"
"2006","SE",854,"SE01","NA","1276.587"
"2006","SE",869,"SE01","NA","557.1187"
"2006","SE",873,"SE01","NA","1068.568"
"2006","SE",913,"SE01","NA","1068.568"
"2006","SE",936,"SE01","NA","498.1035"
"2006","SE",954,"SE01","NA","1058.667"
"2006","SE",958,"SE01","NA","547.3304"
"2006","SE",959,"SE01","NA","330.4071"
"2006","SE",963,"SE01","NA","961.0264"
"2006","SE",1002,"SE01","NA","456.9743"
"2006","SE",1029,"SE01","NA","972.3311"
"2006","SE",1030,"SE01","NA","1086.783"
"2006","SE",1066,"SE01","NA","526.3961"
"2006","SE",1072,"SE01","NA","548.121"
"2006","SE",1078,"SE01","NA","424.1349"
"2006","SE",1093,"SE01","NA","1143.194"
"2006","SE",1131,"SE01","NA","416.497"
"2006","SE",1155,"SE01","NA","624.7455"
"2006","SE",1156,"SE01","NA","575.4854"
"2006","SE",1203,"SE01","NA","329.7211"
"2006","SE",1211,"SE01","NA","504.1992"
"2006","SE",1215,"SE01","NA","425.5291"
