"DB010","DB020","DB030","DB040","DB062","DB090"
"2007","SE",34,"SE01","NA","394.988"
"2007","SE",43,"SE01","NA","775.7076"
"2007","SE",57,"SE01","NA","605.3855"
"2007","SE",67,"SE01","NA","1272.63"
"2007","SE",77,"SE01","NA","503.2166"
"2007","SE",85,"SE01","NA","1141.012"
"2007","SE",97,"SE01","NA","1085.051"
"2007","SE",103,"SE01","NA","493.735"
"2007","SE",115,"SE01","NA","499.032"
"2007","SE",121,"SE01","NA","1233.761"
"2007","SE",124,"SE01","NA","396.24"
"2007","SE",132,"SE01","NA","518.9788"
"2007","SE",139,"SE01","NA","1202.726"
"2007","SE",146,"SE01","NA","815.0737"
"2007","SE",176,"SE01","NA","1126.495"
"2007","SE",180,"SE01","NA","495.1291"
"2007","SE",182,"SE01","NA","1040.021"
"2007","SE",223,"SE01","NA","1056.019"
"2007","SE",234,"SE01","NA","775.7076"
"2007","SE",247,"SE01","NA","808.2813"
"2007","SE",280,"SE01","NA","1135.363"
"2007","SE",301,"SE01","NA","1073.466"
"2007","SE",331,"SE01","NA","758.7052"
"2007","SE",343,"SE01","NA","1141.012"
"2007","SE",345,"SE01","NA","1038.139"
"2007","SE",346,"SE01","NA","495.1291"
"2007","SE",349,"SE01","NA","1141.012"
"2007","SE",352,"SE01","NA","1080.948"
"2007","SE",381,"SE01","NA","520.0103"
"2007","SE",383,"SE01","NA","1348.994"
"2007","SE",384,"SE01","NA","517.0889"
"2007","SE",399,"SE01","NA","1088.112"
"2007","SE",434,"SE01","NA","1099.71"
"2007","SE",463,"SE01","NA","601.363"
"2007","SE",474,"SE01","NA","1135.363"
"2007","SE",483,"SE01","NA","495.1291"
"2007","SE",493,"SE01","NA","379.3526"
"2007","SE",495,"SE01","NA","997.0377"
"2007","SE",541,"SE01","NA","1073.466"
"2007","SE",548,"SE01","NA","517.0889"
"2007","SE",553,"SE01","NA","1037.958"
"2007","SE",569,"SE01","NA","385.0358"
"2007","SE",579,"SE01","NA","518.9788"
"2007","SE",586,"SE01","NA","990.9714"
"2007","SE",596,"SE01","NA","770.0717"
"2007","SE",628,"SE01","NA","1083.49"
"2007","SE",638,"SE01","NA","503.4089"
"2007","SE",641,"SE01","NA","465.9969"
"2007","SE",648,"SE01","NA","407.5369"
"2007","SE",650,"SE01","NA","378.6221"
"2007","SE",688,"SE01","NA","528.0095"
"2007","SE",708,"SE01","NA","379.3526"
"2007","SE",795,"SE01","NA","878.0007"
"2007","SE",813,"SE01","NA","428.198"
"2007","SE",817,"SE01","NA","1471.431"
"2007","SE",825,"SE01","NA","529.513"
"2007","SE",827,"SE01","NA","1026.804"
"2007","SE",844,"SE01","NA","1037.338"
"2007","SE",846,"SE01","NA","517.0889"
"2007","SE",885,"SE01","NA","1059.026"
"2007","SE",908,"SE01","NA","518.9788"
"2007","SE",925,"SE01","NA","495.1291"
"2007","SE",929,"SE01","NA","528.0095"
"2007","SE",934,"SE01","NA","563.2474"
"2007","SE",971,"SE01","NA","931.9938"
